CaptureIndex,ServiceID,ServiceVersion,MessageID,MessageType,HeadSize,MessageSize,MessageEncoding,LocalTime,SeqNo,EventTime,SecurityID,MDStreamID,SecurityIDSource,TradingPhaseCode,EventType,TickBSFlag,ChannelNo,ApplicationSequence,BidApplicationSequence,OfferApplicationSequence,Side,OrderType,ExecutionType,Price,Quantity,TradeCount,Volume,Turnover,PreClosePrice,OpenPrice,HighPrice,LowPrice,LastPrice,TotalBidQuantity,WeightedAverageBidPrice,TotalOfferQuantity,WeightedAverageOfferPrice
8760,4,101,4,SHL2MarketData,23,2444,1,16:27:20.440,14890829,16:27:20.000,601218,,,,ENDTR,,,,,,,,,,,28896,31144937.000,122743644.01000,4.020,4.030,4.050,3.860,4.000,2227800.000,3.890,3338200.000,4.156
8761,4,101,4,SHL2MarketData,23,1452,1,16:27:20.440,14890830,16:27:20.000,601077,,,,ENDTR,,,,,,,,,,,86711,104524544.000,699261409.60000,6.810,6.800,6.900,6.560,6.580,1844528.000,6.534,5582800.000,6.894
8762,4,101,4,SHL2MarketData,23,924,1,16:27:20.440,14890831,16:27:20.000,603020,,,,ENDTR,,,,,,,,,,,19522,15705521.000,150375354.06000,9.620,9.670,10.260,8.870,9.930,385400.000,9.286,554500.000,10.249
8763,4,101,4,SHL2MarketData,23,1052,1,16:27:20.440,14890832,16:27:20.000,688100,,,,ENDTR,,,,,,,,,,,16344,5125902.000,150524061.94000,28.380,28.570,29.840,28.330,29.510,122871.000,28.917,601154.000,31.349
8764,4,101,4,SHL2MarketData,23,1276,1,16:27:20.440,14890833,16:27:20.000,603007,,,,ENDTR,,,,,,,,,,,15478,29690846.000,131246480.13000,4.500,4.510,4.580,4.150,4.560,1359654.000,4.305,2553516.000,4.794
8765,4,101,4,SHL2MarketData,23,908,1,16:27:20.440,14890834,16:27:20.000,501010,,,,ENDTR,,,,,,,,,,,47,154529.000,183352.50000,1.190,1.185,1.201,1.168,1.201,16000.000,1.175,54849.000,1.240
8766,4,101,4,SHL2MarketData,23,1484,1,16:27:20.441,14890835,16:27:20.000,603380,,,,ENDTR,,,,,,,,,,,17336,5661523.000,186750379.72000,33.600,33.440,35.110,30.460,35.020,134100.000,31.760,121700.000,35.995
8767,4,101,4,SHL2MarketData,23,1900,1,16:27:20.441,14890836,16:27:20.000,603278,,,,ENDTR,,,,,,,,,,,27863,18261783.000,143570299.71000,8.080,8.080,8.250,7.380,8.200,900577.000,7.762,693800.000,8.594
8768,4,101,4,SHL2MarketData,23,1036,1,16:27:20.441,14890837,16:27:20.000,513800,,,,ENDTR,,,,,,,,,,,5030,71977200.000,129175769.70000,1.766,1.786,1.808,1.782,1.803,2178600.000,1.786,2685300.000,1.826
8769,4,101,4,SHL2MarketData,23,892,1,16:27:20.441,14890838,16:27:20.000,688566,,,,ENDTR,,,,,,,,,,,6074,3072139.000,74381313.12000,25.250,25.110,25.250,23.570,24.480,164454.000,23.788,215797.000,27.152
8770,4,101,4,SHL2MarketData,23,2444,1,16:27:20.441,14890839,16:27:20.000,515230,,,,ENDTR,,,,,,,,,,,14755,304023409.000,207288440.18400,0.673,0.674,0.691,0.669,0.691,23569900.000,0.679,24814600.000,0.711
8771,4,101,4,SHL2MarketData,23,988,1,16:27:20.441,14890840,16:27:20.000,600955,,,,ENDTR,,,,,,,,,,,10988,6982339.000,81065228.64000,11.870,11.860,11.990,11.330,11.760,381061.000,11.410,457500.000,12.341
8772,4,101,4,SHL2MarketData,23,876,1,16:27:20.441,14890841,16:27:20.000,508086,,,,ENDTR,,,,,,,,,,,177,766441.000,3464423.37900,4.519,4.533,4.562,4.497,4.522,509400.000,4.478,498200.000,4.549
8773,4,101,4,SHL2MarketData,23,1364,1,16:27:20.441,14890842,16:27:20.000,603065,,,,ENDTR,,,,,,,,,,,59513,45073079.000,633277129.61000,15.440,13.900,14.780,13.900,13.900,0.000,0.000,1849715.000,14.948
8774,4,101,4,SHL2MarketData,23,908,1,16:27:20.441,14890843,16:27:20.000,513170,,,,ENDTR,,,,,,,,,,,457,2651500.000,4110130.90000,1.551,1.554,1.556,1.542,1.555,604500.000,1.544,718000.000,1.573
8775,4,101,4,SHL2MarketData,23,848,1,16:27:20.441,14890844,16:27:20.000,563830,,,,ENDTR,,,,,,,,,,,101,6537900.000,7526240.70000,1.144,1.158,1.158,1.140,1.149,993900.000,1.131,584300.000,1.152
8776,4,101,4,SHL2MarketData,23,1020,1,16:27:20.588,14890845,16:27:20.000,600754,,,,ENDTR,,,,,,,,,,,49355,23232845.000,435468090.40000,18.330,18.290,19.220,18.260,18.490,740300.000,18.174,1360400.000,19.523
8777,4,101,4,SHL2MarketData,23,1036,1,16:27:20.588,14890846,16:27:20.000,600419,,,,ENDTR,,,,,,,,,,,16064,9032360.000,69839254.00000,7.890,7.850,7.860,7.650,7.720,626100.000,7.653,491660.000,8.127
8778,4,101,4,SHL2MarketData,23,2444,1,16:27:20.588,14890847,16:27:20.000,600120,,,,ENDTR,,,,,,,,,,,45881,92263752.000,468520028.76000,4.990,4.970,5.150,4.950,5.070,5100155.000,4.973,18717766.000,5.301
8779,4,101,4,SHL2MarketData,23,1484,1,16:27:20.588,14890848,16:27:20.000,600257,,,,ENDTR,,,,,,,,,,,35381,44124943.000,209271151.13000,5.110,4.980,4.990,4.600,4.790,2312100.000,4.669,2401400.000,5.294
8780,4,101,4,SHL2MarketData,23,1132,1,16:27:20.588,14890849,16:27:20.000,510150,,,,ENDTR,,,,,,,,,,,4040,77754200.000,38387956.10000,0.494,0.494,0.498,0.487,0.495,10153400.000,0.485,12763500.000,0.504
8781,4,101,4,SHL2MarketData,23,956,1,16:27:20.588,14890850,16:27:20.000,688335,,,,ENDTR,,,,,,,,,,,8961,3489716.000,61729457.52000,18.100,18.200,18.660,16.510,18.550,135202.000,17.384,122460.000,19.531
8782,4,101,4,SHL2MarketData,23,1276,1,16:27:20.588,14890851,16:27:20.000,603166,,,,ENDTR,,,,,,,,,,,20968,11716007.000,112858880.83000,9.540,9.540,9.870,9.280,9.850,549699.000,9.552,676100.000,10.159
8783,4,101,4,SHL2MarketData,23,988,1,16:27:20.588,14890852,16:27:20.000,605186,,,,ENDTR,,,,,,,,,,,16438,8277200.000,197030929.00000,25.920,24.390,24.890,23.330,24.190,217000.000,23.796,141700.000,26.076
8784,4,101,4,SHL2MarketData,23,940,1,16:27:20.588,14890853,16:27:20.000,603069,,,,ENDTR,,,,,,,,,,,11312,4270200.000,50822416.00000,12.090,12.010,12.150,11.690,11.950,302700.000,11.576,516766.000,12.564
8785,4,101,4,SHL2MarketData,23,796,1,16:27:20.588,14890854,16:27:20.000,515350,,,,ENDTR,,,,,,,,,,,64,461400.000,2911232.90000,6.209,6.256,6.420,6.196,6.418,196900.000,6.394,146900.000,6.444
8786,4,101,4,SHL2MarketData,23,892,1,16:27:20.588,14890855,16:27:20.000,501043,,,,ENDTR,,,,,,,,,,,642,2632217.000,4186644.04200,1.636,1.583,1.625,1.569,1.622,164710.000,1.586,83573.000,1.677
8787,4,101,4,SHL2MarketData,23,876,1,16:27:20.588,14890856,16:27:20.000,603219,,,,ENDTR,,,,,,,,,,,14973,6698600.000,81549080.00000,12.300,12.220,12.510,11.630,12.400,424900.000,11.954,206400.000,12.871
8788,4,101,4,SHL2MarketData,23,876,1,16:27:20.588,14890857,16:27:20.000,688178,,,,ENDTR,,,,,,,,,,,7747,3861443.000,84207434.18000,22.650,22.970,23.520,19.380,23.520,86061.000,21.258,353166.000,25.158
8789,4,101,4,SHL2MarketData,23,1148,1,16:27:20.588,14890858,16:27:20.000,605018,,,,ENDTR,,,,,,,,,,,16629,9475000.000,101015263.00000,10.840,10.920,11.260,10.000,11.100,196400.000,10.547,508000.000,11.616
8790,4,101,4,SHL2MarketData,23,1180,1,16:27:20.588,14890859,16:27:20.000,517120,,,,ENDTR,,,,,,,,,,,5000,78560500.000,55407109.70000,0.713,0.706,0.718,0.692,0.715,8608400.000,0.703,3929300.000,0.731
8791,4,101,4,SHL2MarketData,23,940,1,16:27:20.588,14890860,16:27:20.000,603237,,,,ENDTR,,,,,,,,,,,4657,1630380.000,22424654.04000,14.040,14.030,14.150,13.570,13.690,39500.000,13.440,229700.000,14.392
8792,4,101,4,SHL2MarketData,23,908,1,16:27:20.588,14890861,16:27:20.000,688489,,,,ENDTR,,,,,,,,,,,3803,1658312.000,36429394.52000,21.400,21.600,22.500,21.270,22.110,61518.000,21.462,238850.000,23.484
8793,4,101,4,SHL2MarketData,23,1100,1,16:27:20.588,14890862,16:27:20.000,513850,,,,ENDTR,,,,,,,,,,,4502,48486500.000,85046774.20000,1.735,1.740,1.766,1.737,1.760,3298100.000,1.744,6831100.000,1.768
8794,4,101,4,SHL2MarketData,23,1036,1,16:27:20.588,14890863,16:27:20.000,562810,,,,ENDTR,,,,,,,,,,,1213,13823700.000,15219613.20000,1.102,1.104,1.120,1.088,1.120,1678700.000,1.094,1049500.000,1.132
8795,4,101,4,SHL2MarketData,23,1084,1,16:27:20.591,14890864,16:27:20.000,900902,,,,ENDTR,,,,,,,,,,,32,300600.000,47200.40000,0.157,0.156,0.158,0.156,0.157,1179000.000,0.153,1045100.000,0.163
8796,4,101,4,SHL2MarketData,23,2364,1,16:27:20.794,14890865,16:27:20.000,600029,,,,ENDTR,,,,,,,,,,,52985,97273381.000,493031328.36000,5.020,5.020,5.120,5.010,5.060,13646919.000,4.988,20749900.000,5.221
8797,4,101,4,SHL2MarketData,23,892,1,16:27:20.794,14890866,16:27:20.000,600137,,,,ENDTR,,,,,,,,,,,5710,2284224.000,34733722.85000,15.790,15.650,15.750,14.710,15.260,116899.000,14.931,212500.000,16.226
8798,4,101,4,SHL2MarketData,23,2444,1,16:27:20.794,14890867,16:27:20.000,601179,,,,ENDTR,,,,,,,,,,,189296,189226875.000,2281571594.74000,12.330,12.360,12.370,11.750,12.350,14286748.000,11.950,11260240.000,12.959
8799,4,101,4,SHL2MarketData,23,892,1,16:27:20.794,14890868,16:27:20.000,600882,,,,ENDTR,,,,,,,,,,,44909,13658838.000,291564100.36000,21.470,21.330,21.730,20.890,21.420,400300.000,20.729,1154347.000,22.684
8800,4,101,4,SHL2MarketData,23,1692,1,16:27:20.794,14890869,16:27:20.000,600056,,,,ENDTR,,,,,,,,,,,33990,24236999.000,231336140.52000,9.610,9.590,9.710,9.440,9.450,1348920.000,9.331,4693123.000,10.118
8801,4,101,4,SHL2MarketData,23,908,1,16:27:20.794,14890870,16:27:20.000,603991,,,,ENDTR,,,,,,,,,,,37342,8394236.000,1014089942.64000,126.710,127.000,128.760,114.040,128.340,117400.000,121.453,246000.000,133.823
8802,4,101,4,SHL2MarketData,23,1212,1,16:27:20.794,14890871,16:27:20.000,603088,,,,ENDTR,,,,,,,,,,,12434,10765671.000,89128812.25000,8.440,8.410,8.600,7.910,8.520,607950.000,8.092,1041100.000,8.899
8803,4,101,4,SHL2MarketData,23,1364,1,16:27:20.794,14890872,16:27:20.000,603629,,,,ENDTR,,,,,,,,,,,135015,36952077.000,3824670429.18000,97.800,100.000,107.580,98.860,107.580,3297889.000,105.080,0.000,0.000
8804,4,101,4,SHL2MarketData,23,1708,1,16:27:20.794,14890873,16:27:20.000,515000,,,,ENDTR,,,,,,,,,,,24018,249499240.000,326831251.54700,1.275,1.285,1.400,1.217,1.390,10398722.000,1.291,7032800.000,1.397
8805,4,101,4,SHL2MarketData,23,1132,1,16:27:20.794,14890874,16:27:20.000,688158,,,,ENDTR,,,,,,,,,,,52832,27370335.000,832949835.17000,30.610,30.750,31.670,28.370,31.550,601845.000,29.857,2182244.000,33.693
8806,4,101,4,SHL2MarketData,23,876,1,16:27:20.794,14890875,16:27:20.000,603181,,,,ENDTR,,,,,,,,,,,16879,10118218.000,121379720.99000,11.920,11.860,12.320,11.680,12.150,391269.000,11.730,924900.000,12.508
8807,4,101,4,SHL2MarketData,23,972,1,16:27:20.794,14890876,16:27:20.000,510600,,,,ENDTR,,,,,,,,,,,503,2192800.000,8658469.90000,4.041,4.122,4.150,3.860,3.947,338100.000,3.923,102300.000,4.013
8808,4,101,4,SHL2MarketData,23,892,1,16:27:20.795,14890877,16:27:20.000,605337,,,,ENDTR,,,,,,,,,,,10844,4622396.000,40082065.76000,8.860,8.870,8.910,8.570,8.640,355724.000,8.529,485258.000,9.138
8809,4,101,4,SHL2MarketData,23,1004,1,16:27:20.795,14890878,16:27:20.000,603112,,,,ENDTR,,,,,,,,,,,16125,9821169.000,132654874.07000,13.380,13.430,14.000,12.910,13.700,513300.000,13.334,408900.000,14.116
8810,4,101,4,SHL2MarketData,23,1100,1,16:27:20.795,14890879,16:27:20.000,588300,,,,ENDTR,,,,,,,,,,,6631,77630810.000,94030996.66000,1.168,1.192,1.272,1.136,1.270,4901490.000,1.218,2991400.000,1.297
8811,4,101,4,SHL2MarketData,23,908,1,16:27:20.795,14890880,16:27:20.000,688439,,,,ENDTR,,,,,,,,,,,8616,3224047.000,123691863.00000,37.890,38.010,39.380,36.970,39.310,132316.000,37.519,494605.000,42.643
8812,4,101,4,SHL2MarketData,23,1436,1,16:27:20.795,14890881,16:27:20.000,688172,,,,ENDTR,,,,,,,,,,,70593,33823291.000,1913786531.99000,54.100,55.180,63.210,49.970,63.200,507156.000,56.038,253798.000,64.444
8813,4,101,4,SHL2MarketData,23,956,1,16:27:20.795,14890882,16:27:20.000,560590,,,,ENDTR,,,,,,,,,,,316,4110700.000,5330303.00000,1.333,1.316,1.360,1.261,1.346,288500.000,1.303,432500.000,1.354
8814,4,101,4,SHL2MarketData,23,864,1,16:27:20.795,14890883,16:27:20.000,530300,,,,ENDTR,,,,,,,,,,,126,4145000.000,5005906.70000,1.204,1.204,1.234,1.200,1.234,1050600.000,1.209,897600.000,1.242
8815,4,101,4,SHL2MarketData,23,788,1,16:27:20.926,14890884,16:27:20.000,600730,,,,ENDTR,,,,,,,,,,,9845,25821931.000,209046814.92000,8.890,8.420,8.600,8.000,8.000,0.000,0.000,2184850.000,9.022
8816,4,101,4,SHL2MarketData,23,2444,1,16:27:20.926,14890885,16:27:20.000,600176,,,,ENDTR,,,,,,,,,,,552310,270976607.000,10929813696.46000,39.440,40.240,43.250,35.950,43.000,5127100.000,39.168,3012734.000,43.322
8817,4,101,4,SHL2MarketData,23,1564,1,16:27:20.926,14890886,16:27:20.000,600815,,,,ENDTR,,,,,,,,,,,30817,53122800.000,124156421.97000,2.390,2.420,2.460,2.230,2.420,2485100.000,2.287,4720500.000,2.518
8818,4,101,4,SHL2MarketData,23,988,1,16:27:20.926,14890887,16:27:20.000,600053,,,,ENDTR,,,,,,,,,,,1776,2455700.000,16518355.00000,6.960,6.970,7.020,6.500,6.790,176100.000,6.642,276900.000,7.308
8819,4,101,4,SHL2MarketData,23,1516,1,16:27:20.926,14890888,16:27:20.000,600660,,,,ENDTR,,,,,,,,,,,65834,18047840.000,998730520.62000,54.940,54.980,56.660,54.170,54.800,570938.000,53.542,2407241.000,57.656
8820,4,101,4,SHL2MarketData,23,848,1,16:27:20.926,14890889,16:27:20.000,512990,,,,ENDTR,,,,,,,,,,,183,2252300.000,4494186.40000,1.993,1.989,2.041,1.976,2.041,527800.000,2.033,421000.000,2.047
8821,4,101,4,SHL2MarketData,23,876,1,16:27:20.926,14890890,16:27:20.000,603389,,,,ENDTR,,,,,,,,,,,12641,5521580.000,233345915.20000,44.000,44.000,44.500,39.700,43.040,196000.000,40.859,324500.000,45.739
8822,4,101,4,SHL2MarketData,23,1420,1,16:27:20.926,14890891,16:27:20.000,513100,,,,ENDTR,,,,,,,,,,,19734,277034439.000,587261340.40300,2.096,2.105,2.133,2.100,2.130,14616500.000,2.110,11914600.000,2.184
8823,4,101,4,SHL2MarketData,23,2444,1,16:27:20.926,14890892,16:27:20.000,513180,,,,ENDTR,,,,,,,,,,,95866,6584564738.000,3992541424.78300,0.602,0.604,0.613,0.599,0.610,224926300.000,0.601,349235000.000,0.620
8824,4,101,4,SHL2MarketData,23,972,1,16:27:20.926,14890893,16:27:20.000,688278,,,,ENDTR,,,,,,,,,,,13151,4801780.000,289439146.10000,60.110,59.500,61.600,59.210,60.200,177848.000,58.494,547199.000,63.921
8825,4,101,4,SHL2MarketData,23,988,1,16:27:20.926,14890894,16:27:20.000,501025,,,,ENDTR,,,,,,,,,,,2608,17673719.000,31766174.08400,1.810,1.802,1.829,1.769,1.772,711000.000,1.730,3586052.000,1.867
8826,4,101,4,SHL2MarketData,23,1260,1,16:27:20.926,14890895,16:27:20.000,603985,,,,ENDTR,,,,,,,,,,,38152,22822687.000,348003637.97000,15.770,15.720,16.060,14.190,15.950,545800.000,15.029,672500.000,16.527
8827,4,101,4,SHL2MarketData,23,1388,1,16:27:20.926,14890896,16:27:20.000,603305,,,,ENDTR,,,,,,,,,,,37013,24899572.000,271617450.51000,10.800,10.800,11.060,10.690,10.950,1565500.000,10.787,2198641.000,11.386
8828,4,101,4,SHL2MarketData,23,1020,1,16:27:20.926,14890897,16:27:20.000,603301,,,,ENDTR,,,,,,,,,,,10379,2070012.000,179135585.36000,85.100,85.260,88.400,84.060,87.200,496000.000,78.088,220856.000,89.494
8829,4,101,4,SHL2MarketData,23,924,1,16:27:20.926,14890898,16:27:20.000,688128,,,,ENDTR,,,,,,,,,,,10351,3377102.000,72207381.84000,21.200,21.190,21.690,20.980,21.630,152242.000,20.760,345544.000,23.715
8830,4,101,4,SHL2MarketData,23,892,1,16:27:20.926,14890899,16:27:20.000,506006,,,,ENDTR,,,,,,,,,,,473,3199930.000,4285467.07000,1.288,1.289,1.399,1.247,1.392,467400.000,1.331,228200.000,1.415
8831,4,101,4,SHL2MarketData,23,892,1,16:27:20.926,14890900,16:27:20.000,605259,,,,ENDTR,,,,,,,,,,,2968,1339480.000,22429651.80000,17.070,17.050,17.070,16.480,17.070,177120.000,16.634,137612.000,18.113
8832,4,101,4,SHL2MarketData,23,1116,1,16:27:20.926,14890901,16:27:20.000,688236,,,,ENDTR,,,,,,,,,,,8482,3916883.000,54535218.08000,14.390,14.550,14.550,13.660,13.780,147956.000,13.552,219542.000,15.377
8833,4,101,4,SHL2MarketData,23,1260,1,16:27:20.926,14890902,16:27:20.000,513280,,,,ENDTR,,,,,,,,,,,3720,110133700.000,112238840.70000,1.027,1.021,1.032,1.004,1.028,1972100.000,1.018,3278400.000,1.046
8834,4,101,4,SHL2MarketData,23,1036,1,16:27:20.926,14890903,16:27:20.000,688716,,,,ENDTR,,,,,,,,,,,9831,4167712.000,107740625.38000,26.170,26.220,27.100,24.240,26.970,120905.000,24.698,183660.000,28.782
8835,4,101,4,SHL2MarketData,23,892,1,16:27:20.926,14890904,16:27:20.000,508010,,,,ENDTR,,,,,,,,,,,448,1976500.000,3958256.00000,2.026,2.022,2.049,1.972,2.003,994500.000,1.991,943200.000,2.025
8836,4,101,4,SHL2MarketData,23,908,1,16:27:20.951,14890905,16:27:20.000,600803,,,,ENDTR,,,,,,,,,,,35010,13332250.000,227533124.65000,16.930,16.880,17.440,16.710,16.980,274245.000,16.533,653271.000,17.735
8837,4,101,4,SHL2MarketData,23,2444,1,16:27:20.951,14890906,16:27:20.000,600217,,,,ENDTR,,,,,,,,,,,9736,14584147.000,44550230.97000,3.110,3.110,3.120,3.020,3.040,1623000.000,2.997,4493000.000,3.196
8838,4,101,4,SHL2MarketData,23,1724,1,16:27:20.951,14890907,16:27:20.000,601001,,,,ENDTR,,,,,,,,,,,54669,27530343.000,512711976.50000,19.280,19.110,19.320,18.230,18.880,1132418.000,18.352,745600.000,19.942
8839,4,101,4,SHL2MarketData,23,1004,1,16:27:20.951,14890908,16:27:20.000,600066,,,,ENDTR,,,,,,,,,,,73334,28549348.000,893952800.08000,32.090,32.000,32.700,30.400,31.480,621652.000,30.321,975693.000,33.412
8840,4,101,4,SHL2MarketData,23,1068,1,16:27:20.951,14890909,16:27:20.000,511180,,,,ENDTR,,,,,,,,,,,56048,171535151.000,2176032027.54300,12.642,12.638,12.761,12.624,12.758,10120700.000,12.591,3216558.000,12.842
8841,4,101,4,SHL2MarketData,23,908,1,16:27:20.951,14890910,16:27:20.000,508008,,,,ENDTR,,,,,,,,,,,340,544700.000,4218182.99800,7.762,7.727,7.787,7.689,7.696,308700.000,7.662,421897.000,7.752
8842,4,101,4,SHL2MarketData,23,1900,1,16:27:20.951,14890911,16:27:20.000,513040,,,,ENDTR,,,,,,,,,,,19746,1021557828.000,1004275257.94000,0.984,0.987,1.005,0.973,0.983,9414800.000,0.972,16011700.000,1.001
8843,4,101,4,SHL2MarketData,23,908,1,16:27:20.951,14890912,16:27:20.000,562700,,,,ENDTR,,,,,,,,,,,740,16743800.000,19335669.70000,1.144,1.143,1.181,1.134,1.181,2401300.000,1.175,2639400.000,1.185
8844,4,101,4,SHL2MarketData,23,892,1,16:27:20.951,14890913,16:27:20.000,603014,,,,ENDTR,,,,,,,,,,,9318,2597606.000,81352456.41000,31.990,31.730,32.020,30.880,31.460,155200.000,30.819,324600.000,33.315
8845,4,101,4,SHL2MarketData,23,724,1,16:27:20.951,14890914,16:27:20.000,563630,,,,ENDTR,,,,,,,,,,,281,4138100.000,5293572.60000,1.253,1.254,1.299,1.250,1.299,338400.000,1.276,154200.000,1.307
8846,4,101,4,SHL2MarketData,23,876,1,16:27:20.951,14890915,16:27:20.000,508060,,,,ENDTR,,,,,,,,,,,1528,6786215.000,27431343.79000,4.092,4.092,4.133,3.960,4.049,711600.000,4.010,778930.000,4.083
8847,4,101,4,SHL2MarketData,23,876,1,16:27:20.951,14890916,16:27:20.000,551580,,,,ENDTR,,,,,,,,,,,165,4184400.000,426853822.30000,102.013,102.008,102.019,102.008,102.012,1785600.000,101.340,714700.000,102.152
8848,4,101,4,SHL2MarketData,23,1020,1,16:27:20.951,14890917,16:27:20.000,688783,,,,ENDTR,,,,,,,,,,,70612,39537705.000,1345448467.66000,33.680,33.830,37.470,30.000,37.360,754300.000,32.188,562123.000,38.938
8849,4,101,4,SHL2MarketData,23,988,1,16:27:20.951,14890918,16:27:20.000,588410,,,,ENDTR,,,,,,,,,,,797,8825800.000,11295628.50000,1.254,1.254,1.348,1.205,1.348,688900.000,1.276,420500.000,1.397
8850,4,101,4,SHL2MarketData,23,892,1,16:27:20.951,14890919,16:27:20.000,520610,,,,ENDTR,,,,,,,,,,,151,3686600.000,3449782.10000,0.935,0.936,0.938,0.931,0.935,1065900.000,0.933,1874500.000,0.950
8851,4,101,4,SHL2MarketData,23,1164,1,16:27:20.951,14890920,16:27:20.000,516370,,,,ENDTR,,,,,,,,,,,6609,69589900.000,65408820.70000,0.955,0.955,0.957,0.924,0.949,6164100.000,0.932,4145100.000,0.968
8852,4,101,4,SHL2MarketData,23,1404,1,16:27:20.951,14890921,16:27:20.000,560480,,,,ENDTR,,,,,,,,,,,3705,30344800.000,27830644.10000,0.927,0.933,0.933,0.901,0.920,3141000.000,0.909,3286600.000,0.935
8853,4,101,4,SHL2MarketData,23,972,1,16:27:20.951,14890922,16:27:20.000,589290,,,,ENDTR,,,,,,,,,,,1220,14965002.000,12169057.67200,0.777,0.788,0.869,0.745,0.865,2007600.000,0.790,950800.000,0.891
8854,4,101,4,SHL2MarketData,23,1020,1,16:27:20.993,14890923,16:27:20.000,600345,,,,ENDTR,,,,,,,,,,,59779,19381201.000,865430957.36000,46.300,45.800,47.670,41.670,47.350,538200.000,44.679,630200.000,49.235
8855,4,101,4,SHL2MarketData,23,988,1,16:27:20.993,14890924,16:27:20.000,600455,,,,ENDTR,,,,,,,,,,,9345,2599900.000,52833148.00000,20.700,20.700,20.920,19.670,20.530,39400.000,19.789,118700.000,21.367
8856,4,101,4,SHL2MarketData,23,1932,1,16:27:20.993,14890925,16:27:20.000,600249,,,,ENDTR,,,,,,,,,,,11422,10590550.000,50609361.50000,4.910,4.910,4.940,4.700,4.760,825000.000,4.706,1357700.000,5.036
8857,4,101,4,SHL2MarketData,23,892,1,16:27:20.993,14890926,16:27:20.000,600359,,,,ENDTR,,,,,,,,,,,12928,8762601.000,48199643.46000,5.660,5.630,5.650,5.390,5.580,807600.000,5.421,430300.000,5.972
8858,4,101,4,SHL2MarketData,23,1404,1,16:27:20.993,14890927,16:27:20.000,512560,,,,ENDTR,,,,,,,,,,,5251,91731800.000,61299931.10000,0.659,0.663,0.683,0.650,0.683,11689100.000,0.669,11937700.000,0.694
8859,4,101,4,SHL2MarketData,23,1308,1,16:27:20.993,14890928,16:27:20.000,601566,,,,ENDTR,,,,,,,,,,,21986,10430914.000,80108001.80000,7.850,7.810,7.870,7.570,7.630,495000.000,7.522,833600.000,7.951
8860,4,101,4,SHL2MarketData,23,972,1,16:27:20.993,14890929,16:27:20.000,515950,,,,ENDTR,,,,,,,,,,,1292,17700700.000,16717993.90000,0.951,0.950,0.954,0.930,0.951,2872200.000,0.942,3026000.000,0.964
8861,4,101,4,SHL2MarketData,23,1564,1,16:27:20.993,14890930,16:27:20.000,513580,,,,ENDTR,,,,,,,,,,,5132,222909700.000,134175976.10000,0.599,0.600,0.608,0.594,0.607,11106900.000,0.600,12442700.000,0.617
8862,4,101,4,SHL2MarketData,23,1836,1,16:27:20.993,14890931,16:27:20.000,601368,,,,ENDTR,,,,,,,,,,,7717,7673100.000,32878183.00000,4.350,4.360,4.380,4.250,4.270,1059700.000,4.216,1233600.000,4.491
8863,4,101,4,SHL2MarketData,23,1084,1,16:27:20.993,14890932,16:27:20.000,603995,,,,ENDTR,,,,,,,,,,,19046,7570195.000,143502361.92000,19.000,19.200,19.310,18.410,19.290,397900.000,18.617,263000.000,19.921
8864,4,101,4,SHL2MarketData,23,2396,1,16:27:20.993,14890933,16:27:20.000,512100,,,,ENDTR,,,,,,,,,,,115568,3065818819.000,8763987972.97600,2.818,2.824,2.939,2.720,2.933,46998700.000,2.789,33370919.000,2.983
8865,4,101,4,SHL2MarketData,23,1068,1,16:27:20.993,14890934,16:27:20.000,603032,,,,ENDTR,,,,,,,,,,,25426,12504136.000,207776846.91000,16.550,16.970,17.400,15.500,17.320,645900.000,16.600,421900.000,17.862
8866,4,101,4,SHL2MarketData,23,1004,1,16:27:20.994,14890935,16:27:20.000,603685,,,,ENDTR,,,,,,,,,,,6715,3905767.000,97822901.61000,25.730,25.110,26.960,23.270,26.500,189618.000,24.447,509600.000,27.315
8867,4,101,4,SHL2MarketData,23,1148,1,16:27:20.994,14890936,16:27:20.000,688321,,,,ENDTR,,,,,,,,,,,36814,18730193.000,530106333.23000,28.790,28.580,29.270,27.350,28.980,709655.000,27.908,1121421.000,31.532
8868,4,101,4,SHL2MarketData,23,908,1,16:27:20.994,14890937,16:27:20.000,688528,,,,ENDTR,,,,,,,,,,,5777,2948464.000,22466827.45000,7.870,7.880,7.940,7.260,7.820,100537.000,7.360,192081.000,8.271
8869,4,101,4,SHL2MarketData,23,768,1,16:27:20.994,14890938,16:27:20.000,688059,,,,ENDTR,,,,,,,,,,,50731,14617979.000,1037528720.02000,68.150,69.000,81.780,61.500,81.180,327405.000,72.205,9294.000,81.750
8870,4,101,4,SHL2MarketData,23,972,1,16:27:20.994,14890939,16:27:20.000,605599,,,,ENDTR,,,,,,,,,,,25521,8942654.000,130499635.82000,14.680,14.580,14.930,14.300,14.380,345900.000,14.099,473500.000,15.406
8871,4,101,4,SHL2MarketData,23,972,1,16:27:20.994,14890940,16:27:20.000,688392,,,,ENDTR,,,,,,,,,,,28070,7249907.000,1089806259.72000,140.490,143.280,167.570,133.000,166.240,84273.000,151.267,72737.000,167.767
8872,4,101,4,SHL2MarketData,23,1164,1,16:27:20.994,14890941,16:27:20.000,562550,,,,ENDTR,,,,,,,,,,,10948,223359200.000,259554809.80000,1.175,1.174,1.179,1.149,1.168,10571000.000,1.153,8230900.000,1.195
